anime_id,title,title_english,source,episodes,score,scored_by,rank,popularity
12663,Patalliro! Stardust Keikaku,,Unknown,1,6.84,104,4159,9296
13169,Buta,,Unknown,1,6.5,3994,5589,4311
3707,Soukou Kijo Iris,,Visual novel,4,6.73,1322,,5430
18819,Alice Tantei Kyoku,,Original,56,5.25,28,9576,11441
9074,Arakawa Under the Bridge x Bridge,Arakawa Under the Bridge x Bridge,Manga,13,7.82,53881,837,855
35503,Shoujo☆Kageki Revue Starlight,,Original,0,0,0,,6755
446,Weiß Kreuz Glühen,Knight Hunters Eternity,Unknown,13,6.68,3023,4868,4093
1379,Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.,,Light novel,1,7.85,16978,795,1922
1693,Reideen,Reideen,Unknown,26,6.63,2042,5082,4399
37789,Tenchi Muyou! Ryououki 3rd Season Picture Drama,,Original,5,6.4,20,12389,11197
22197,Yuuto-kun ga Iku Movie,,Unknown,1,4.88,8,12826,13150
15819,Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,,Manga,2,7.1,234,3211,8196
25441,Shin Strange+ Special,,Manga,1,6.01,267,7337,7663
30392,Joukyou Monogatari,Tyo Story,Unknown,1,5.75,57,7902,11769
2476,School Days,School Days,Visual novel,12,6.02,220738,7313,145
19871,Gaist Crusher,,Game,51,5.91,146,7539,7352
18,Initial D Fourth Stage,,Manga,24,8.24,37675,276,1261
10236,Kagee Grimm Douwa,,Unknown,52,6.42,24,10686,11453
3194,Ningyohime Marina no Bouken,Saban&#039;s Adventures of the Little Mermaid,Unknown,26,6.46,369,5767,8151
31014,Aru Zombie Shoujo no Sainan,,Light novel,1,4.78,263,9212,9184
5060,Hetalia Axis Powers,Hetalia Axis Powers,Web manga,52,7.68,81885,1147,464
5322,Mugen Kouro,,Game,4,5.13,377,8919,8342
546,Wind: A Breath of Heart (TV),,Visual novel,13,6.08,3116,7162,3890
22617,Pochacco no Wakuwaku Birthday,Pochacco in Exciting Birthday,Unknown,1,6.05,22,11785,12526
5466,Mahoutsukai Tai! vs. Shamanic Princess,,Unknown,1,6.41,118,5969,8310
33915,Kitty-chan wo Sagase! Toyama-shi Stamp Rally,Toyama City Stamp Rally: The Search for Hello Kitty!,Other,1,4.42,26,10909,12048
7625,Yousei Dick,Fairy Dick,Unknown,26,5.5,40,12785,10798
33135,Kachikachi Yama (1940),,Other,1,7.11,9,10672,13047
10244,Ultra B: Black Hole kara no Dokusaisha BB!!,,Manga,1,5.8,15,12568,12763
5624,Biohazard 4D-Executer,Resident Evil 4D Executor,Game,1,5.63,1570,8128,5997
34644,Brave Witches: Petersburg Daisenryaku,,Original,1,7,1395,3560,4813
6653,Ginga Tetsudou 999: Glass no Clair,Galaxy Express 999: Claire of the Glass,Manga,1,6.68,558,4840,7490
33154,Osiris no Tenbin: Season 2,,Original,11,5.7,27,11662,10174
10249,Toaru Majutsu no Index-tan II,A Certain Magical Index II: Specials,Unknown,2,7.09,10467,3247,2374
2618,Takarajima,,Novel,26,8.09,3201,450,3959
35982,Gundam Build Fighters: GM no Gyakushuu,,Original,1,7.29,1986,2457,5187
1921,Urusei Yatsura Movie 2: Beautiful Dreamer,,Manga,1,7.87,3574,769,4080
31599,Kaette Kite yoo Toyama kara,,Original,4,4.54,13,10678,12576
1105,Digital Juice,,Unknown,6,5.56,1605,8258,5096
31073,Show By Rock!!: Plasmagica na Gogo,,Game,3,5.85,194,7701,8364
9754,Kuragehime: Eiyuu Retsuden☆,Princess Jellyfish Specials,Manga,4,6.65,4508,4973,3504
33217,Hikaru Genji: Paradise Ginga,,Music,1,5.14,81,8905,12120
14889,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,,Manga,1,6.45,1480,5790,5263
29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,,Original,1,7.87,1372,769,5058
23475,Saimin Jutsu Zero Special,,Visual novel,1,5.97,349,,8048
1259,Saint Seiya: Tenkai-hen Josou - Overture,Saint Seiya: The Heaven Chapter - Overture,Unknown,1,7.36,8597,2204,3141
459,One Piece Movie 1,,Manga,1,7.22,34768,2740,1392
18533,Jungle Taitei Leo: Hon-o-ji,,Manga,1,6.36,74,6156,10541
26337,Minna no Doutoku,,Unknown,6,7.6,5,11273,13739
26301,Donguri to Yamaneko (1995),,Book,1,4.43,7,10003,13174
790,Ergo Proxy,Ergo Proxy,Original,23,7.99,136841,566,161
2661,Doraemon Movie 13: Nobita to Kumo no Oukoku,Doraemon the Movie: Nobita and the Kingdom of Clouds,Unknown,1,7.37,1468,2146,6405
31486,Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes,,Card game,1,7.16,707,2983,6499
1130,Windaria,Once Upon A Time,Original,1,6.67,2596,4913,4586
10016,Kizuna Ichigeki,,Unknown,1,6.64,2821,5018,4965
4918,xxxHOLiC Shunmuki,,Manga,2,8.15,23974,378,1592
33095,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,Descending Stories: Showa Genroku Rakugo Shinju,Manga,12,8.87,27311,24,1107
1149,Choujuushin Gravion Zwei,Super Heavy God Gravion Zwei,Original,12,6.71,2736,4692,4384
37208,Mo Dao Zu Shi,,Novel,0,0,0,,7780
8290,Inmu Gakuen: Inmu ni Torawareta Bijin Shimai,,Visual novel,1,6.2,666,,6640
3747,Inyouchuu The Animation,,Visual novel,2,6.51,1440,,5194
30199,Hakimono to Kasa no Monogatari,,Original,1,5.61,88,8177,11685
33670,Xingji Biaoche Wang,Galaxy Racers,Original,52,5.23,13,12703,13119
10218,Berserk: Ougon Jidai-hen I - Haou no Tamago,Berserk: The Golden Age Arc I - The Egg of the King,Manga,1,7.88,70849,731,796
14837,Dragon Ball Z Movie 14: Kami to Kami,Dragon Ball Z: Battle of Gods,Manga,1,7.57,66287,1423,903
21591,Wasure-boshi,,Unknown,1,5.68,292,8051,9202
678,Shadow Skill: Eigi,,Unknown,26,7.2,3287,2822,3794
17979,Kiki to Lala no Papa to Mama ni Aitai,,Unknown,1,5.11,27,10869,12299
3761,Wanwan Sanjuushi,Dogtanian and the Three Muskehounds,Unknown,26,6.76,895,4514,7293
18629,Taiheiyou ni Kakeru Niji,,Unknown,1,5.26,19,12328,12530
8140,Konchuu Monogatari Minashigo Hutch (1989),,Unknown,55,6.45,271,5804,9183
5041,Guin Saga,,Light novel,26,7.25,10848,2612,2055
6707,Kuroshitsuji II,Black Butler II,Manga,12,7.48,173199,1696,213
37320,Amai Choubatsu: Watashi wa Kanshu Senyou Pet,,Web manga,0,5.26,573,8743,4008
236,E&#039;s Otherwise,E&#039;s Otherwise,Manga,26,6.71,5491,4700,3310
31189,Watashi ga Toriko ni Natte Yaru,,Manga,2,6.97,1758,,5266
34438,Code Geass: Hangyaku no Lelouch I - Koudou,,Original,1,8.18,2481,332,2181
1488,Area 88,,Manga,3,7.64,3312,1236,3812
21891,Natsumi Step!,,Original,1,5.06,101,8985,11445
12623,Egomama,Egomama,Unknown,1,7.16,1171,2956,6974
34818,Sakura Internet,,Original,1,5.77,636,7870,5846
2522,Rakushou! Hyper Doll,,Manga,2,5.76,554,7890,7899
9515,Highschool of the Dead: Drifters of the Dead,,Manga,1,6.75,114389,4529,454
24873,Juuou Mujin no Fafnir,,Light novel,12,6.43,41266,5879,972
5984,Ristorante Paradiso,,Manga,11,7.45,8804,1821,2199
8706,SOS TV Walpurgis Night Fever,,Original,11,5.72,75,7955,9494
7435,Dragon Quest: Dai no Daibouken (1991),Dragon Quest: Great Adventure of Dai,Game,1,6.81,273,4263,8170
12191,Smile Precure!,Glitter Force,Original,48,7.2,4936,2825,3113
33018,Katsugeki/Touken Ranbu,Katsugeki Touken Ranbu,Card game,13,6.8,15083,4322,1130
11061,Hunter x Hunter (2011),Hunter x Hunter,Manga,148,9.11,403377,8,35
6227,Lovedol: Lovely Idol OVA,Lovedol ~Lovely Idol~,Unknown,1,6.28,388,6472,7658
23623,Non Non Biyori Repeat,Non Non Biyori Repeat,Manga,12,8.23,45273,286,921
4537,Yagami-kun no Katei no Jijou,,Manga,3,6.35,348,6199,8527
32983,Natsume Yuujinchou Go,Natsume&#039;s Book of Friends Season 5,Manga,11,8.64,31558,63,1038
2180,Slow Step,Slow Step,Manga,5,6.73,526,4643,7280
4497,Kijutsushi x Majutsushi: Osaka Tanteibu no Jikenbo,,Unknown,1,4.99,192,,9168
32122,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,,Manga,1,8.14,7075,380,3165
17747,Furyou ni Hamerarete Jusei Suru Kyonyuu Okaasan The Animation,,Visual novel,2,6.37,1560,,5323
33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,Danganronpa 3: The End of Hope&#039;s Peak High School - Despair Arc,Game,11,7.77,59925,937,703
29377,Pulsar,Pulsar,Unknown,1,5.42,61,8519,11601
30428,Hikenai Guitar wo Hikundaze,,Music,1,5.3,200,8687,10265
64,Rozen Maiden,Rozen Maiden,Manga,12,7.53,74301,1563,554
23779,Akuma to Himegimi,,Unknown,1,4.44,25,9572,11452
9667,Super Speed,,Unknown,1,5.73,441,7939,8657
5682,Phantom: Requiem for the Phantom,Phantom: Requiem for the Phantom,Visual novel,26,8.11,83160,425,373
382,Futari Ecchi,Step Up Love Story,Manga,4,6.49,12586,5639,2440
13373,Kyoto Animation: Hana-hen,Flower,Original,1,5.8,1709,7803,5950
821,Initial D Battle Stage,,Manga,1,7.64,9307,1246,2806
7176,Cheburashka Arere?,,Book,26,6.52,1111,5509,6254
1726,Devil May Cry,Devil May Cry,Game,12,7.11,115107,3152,371
1206,Ihatov Gensou: Kenji no Haru,Spring and Chaos,Unknown,1,7.34,1615,2279,5027
33300,Manga Kotowaja Jiten,,Unknown,88,6.38,8,11170,13246
4095,Chuumon no Ooi Ryouriten (1991),,Book,1,6.29,1421,6425,5967
8277,Hyakka Ryouran: Samurai Girls,Samurai Girls,Light novel,12,6.95,56592,3736,712
21681,Hanayamata,Hanayamata,Manga,12,7.38,25722,2112,1150
36793,3D Kanojo: Real Girl,,Manga,12,6.9,10801,3894,1249
28211,Harmony,Harmony,Novel,1,7.1,11216,3204,1850
254,Jungle wa Itsumo Hare nochi Guu Deluxe,Haré+Guu Deluxe,Manga,6,7.91,5527,679,3729
8062,Mai-HiME: Kuro no Mai/Saigo no Bansan,,Original,1,6.83,1937,4197,5042
32728,Sensou no Tsukurikata,What Happens Before War?,Picture book,1,6.36,115,6169,11019
3950,Injuu Daikessen,Mission of Darkness,Unknown,1,5.32,322,,8588
13185,Juusen Battle Monsuno,Monsuno: World Master,Unknown,52,6.52,751,5519,5998
37104,Slow Start: Web Yokoku Movie,,4-koma manga,11,6.03,149,7292,7324
10629,Tibet Inu Monogatari,The Tibetan Dog,Unknown,1,7.45,1328,1834,5590
6131,Charady no Joke na Mainichi,,Original,365,5.36,158,8584,7082
36451,Still,Still,Original,1,5.9,169,7577,10194
865,Kikou Senki Dragonar,Metal Armor Dragonar,Original,48,6.81,452,4274,6266
31158,Hetalia: The World Twinkle Specials,,Manga,3,7.51,1279,1611,5252
36662,Naki no Ryuu: Hiryuu no Shou (1991),,Manga,1,4.33,3,11376,13627
37509,W&#039;z,,Original,0,0,0,,9487
18723,Soul Reviver,,Unknown,1,5.29,160,8709,9784
34643,Kokekkou-san,Kokomom,Picture book,26,5.43,7,10947,13664
30547,Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,,Game,1,7.1,1758,3218,5172
19363,Gin no Saji 2nd Season,Silver Spoon 2nd Season,Manga,11,8.33,54416,207,967
35249,Uma Musume: Pretty Derby (TV),,Game,0,7.2,5044,2828,2049
5472,Kokoro Toshokan: Communication Clips,,Manga,1,5.89,173,7593,9436
799,Kokoro Toshokan,,Manga,13,6.56,1314,5376,5159
560,Soukyuu no Fafner: Right of Left - Single Program,,Original,1,7.48,4299,1709,3556
4567,Armageddon,Armageddon,Unknown,1,4.03,452,9450,8273
37370,The Perfect World,The Perfect World,Original,1,7.84,1332,820,5927
2072,Idol Project,,Unknown,4,5.81,396,7775,7909
30952,New Initial D Movie: Legend 3 - Mugen,,Manga,1,7.92,2995,664,4136
1124,Seikai no Danshou: Tanjou,Crest of the Stars: Birth,Light novel,1,7.26,3007,2585,4498
36702,Shingeki no Kyojin Movie 3: Kakusei no Houkou,,Manga,1,7.8,755,887,2488
29703,Ikoku na Retro,,Manga,1,6.35,746,,6699
2171,Detective Conan Movie 11: Jolly Roger in the Deep Azure,,Manga,1,7.61,14428,1319,2404
6337,Hitoriga The Animation,,Manga,4,6.48,1403,,5346
29953,Phantasm,,Unknown,1,3.67,30,11755,12350
34498,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?","Fireworks, Should We See It from the Side or the Bottom?",Other,1,6.69,8335,4832,1633
29623,Jiaoao de Jiangjun,,Original,1,5.68,76,8039,11522
8415,Oi! Ryouma,Rainbow Samurai,Manga,39,6.75,28,11579,10805
36666,An Ling Yu Shi Di Qi,Stitch & Ai,Original,13,6.19,21,9598,10691
35171,Appare! Momotarou no Koutsuu Anzen,,Original,1,5.67,3,9636,14135
1837,Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,Dokkoida?!,Light novel,12,6.91,1499,3887,5291
23299,Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!,,Unknown,1,6.71,1772,4721,5353
8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,OreImo,Light novel,12,7.34,248567,2283,110
4124,Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,,Original,1,6.91,1178,3873,6043
24457,Houkago no Ouji-sama,,Unknown,5,7.08,391,3266,7195
11421,Iruka to Shounen,,Unknown,13,4.87,30,10588,11749
1562,Yamato Nadeshiko Shichihenge♥,The Seven Metamorphoses of Yamato Nadeshiko,Manga,25,7.86,56700,788,813
5551,Shirouto Kurabu,,Unknown,1,4.64,89,,10374
3723,Koala Boy Kokki,The Adventures of the Little Koala,Original,26,6.27,173,6514,9720
2342,Shin Choujin Densetsu Urotsukidouji Mataiden,,Unknown,2,6.02,364,,8258
880,Aa! Megami-sama!: Sorezore no Tsubasa,Ah! My Goddess: Flights of Fancy,Manga,22,7.66,26659,1186,1565
35889,Hakata Tonkotsu Ramens,Hakata Tonkotsu Ramens,Novel,12,7.56,22487,1461,1189
1469,Monster Farm: Enbanseki no Himitsu,Monster Rancher,Game,48,6.89,14357,3957,2235
2155,Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,,Visual novel,13,6.3,4448,6396,3058
35403,Manga Revue Haru,"Animated Revue ""Spring""",Original,1,5.26,55,8752,12706
3429,Blame! Special,,Manga,1,5.47,2596,8412,4633
7639,Shounen Santa no Daibouken!,,Novel,24,6.14,22,12137,11651
22831,Abarenbou Rikishi!! Matsutarou,Rowdy Sumo Wrestler Matsutaro!!,Manga,23,6.16,2352,6888,4372
19391,Shingeki no Kyojin Picture Drama,,Manga,9,6.73,15532,4644,2003
29989,Kaze no Kokyuu: Animation ni Yoru Oufuku Shokan,Breathing of the Wind: Animation Correspondence,Original,1,4.39,115,9394,10889
37467,Usagi no Matthew,Matthew the Rabbit,Manga,0,4.57,7,12594,10587
4554,Dokkiri Doctor,Startling Doctor,Manga,26,6.57,134,5321,9228
29944,Kuchao,A Gum Boy,Unknown,1,4.78,214,9222,10137
9832,Katte ni Shirokuma,,Unknown,1,5.67,36,10795,11716
733,Kizuna,,Manga,2,6.42,3940,,4079
2394,Ma ga Ochiru Yoru,The Night When Evil Falls,Light novel,3,6.57,1288,,5781
31747,Oshiri Kajiri Mushi (TV) 4th Season,Bottom Biting Bug 4,Music,10,5.5,126,8375,10266
5162,Minami-ke Okaeri,,Manga,13,7.63,27789,1276,1513
20025,Itazura Tenshi Chippo-chan,,Unknown,240,6.32,19,10602,12368
37651,Fate/Extra: Last Encore - Irusterias Tendouron,,Game,0,0,1,,4461
3737,Usavich,Usavich,Original,13,7.09,3103,3247,4793
2281,Jikuu Tantei Genshi-kun,Flint the Time Detective,Original,39,6.37,3241,6122,4404
19255,Hyakka Ryouran: Samurai Bride Specials,,Light novel,6,6.7,3296,4758,3986
4318,Ryuu Seiki,Dragon Century,Unknown,2,5.79,490,7828,7930
2838,Toushin Toshi II,Tournament of the Gods: Title Match,Visual novel,3,5.84,263,,8710
36520,Pikotarou no Lullaby Lullaby,Pikotaro&#039;s Lullaby La La By (Web),Original,3,5.32,556,8656,8257
4391,Saru Masamune,The Monkey Sword Masamune,Original,1,5.43,509,8501,8451
2264,Jungle Taitei Movie (1997),Jungle Emperor Leo,Manga,1,7.18,1087,2892,6618
17624,Omakase Scrappers,,Unknown,39,6.69,13,11608,12241
8241,Rio: Rainbow Gate!,Rio - Rainbow Gate!: Reshuffle,Other,13,5.97,9662,7423,2256
21771,Romantica Clock,,Manga,3,5.8,5109,7807,3672
31165,Meiji x Kokosake & anohana Receipt Oubo Campaign,,Original,2,5.61,1092,8177,5005
1925,Urusei Yatsura Movie 6: Itsudatte My Darling,Urusei Yatsura Movie 6: Always My Darling,Manga,1,6.99,1282,3620,5686
31387,Aru Hi Inu no Kuni kara Tegami ga Kite,,Manga,1,6.63,1072,5049,6993
10384,Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,,Visual novel,10,6.66,1425,4945,4295
14995,JK to Ero Giin Sensei,,Visual novel,2,6.74,1329,,5415
3895,Pikkoman no Kichikumichi: Mayonaka no Milk Party,Midnight Milk Party,Unknown,1,5.25,294,,8412
5163,Code Geass: Hangyaku no Lelouch R2 Picture Drama,Code Geass: Lelouch of the Rebellion R2 Picture Dramas,Original,9,7.21,10823,2767,2274
9274,Chou Seimeitai Transformers Beast Wars Metals: Convoy Daihenshin!,,Unknown,1,6,142,7342,9569
23065,Kaidan,Kaidan,Original,1,4.98,166,9062,9892
32755,Gregorio,,Music,1,5.71,103,7973,11479
6015,Megami Tantei Vinus File,Detective Goddess,Manga,1,5.52,119,,9310
19009,Puyo Puyo: Madou Monogatari,,Game,1,6.45,85,5809,10750
23837,Meisou! Underworld,,Manga,1,5.77,914,7866,7155
32377,Azure Nihon Data Center,,Original,1,5.05,327,8991,9016
11299,Keroro Gunsou: KeroZero Shupattsudayo! Zeninshuugou!,,Unknown,1,7.16,283,2964,8396
9548,Alps no Shoujo Heidi: Alm no Yama-hen,,Unknown,1,6.58,385,5281,8420
32380,Kono Subarashii Sekai ni Shukufuku wo! OVA,,Light novel,1,7.86,76201,781,711
9806,Qin Shi Ming Yue: Bai Bu Fei Jian,Qin&#039;s Moon: Hundred Steps Flying Sword,Novel,10,6.68,225,4857,7262
4024,Sanrio Anime Sekai Meisaku Gekijou,Hello Kitty&#039;s Furry Tale Theater,Unknown,13,6.33,282,6277,8751
12695,Tight-rope,Tight-rope,Manga,2,7.25,14254,2634,2312
30096,Lao Fu Zi Shui Hu Chuan,,Unknown,1,7.22,46,11062,12369
1752,Di Gi Charat: Hoshi no Tabi,Di Gi Charat Movie: A Trip To The Planet,Unknown,1,6.71,972,4696,6602
10718,Soliton no Akuma,,Unknown,1,6.06,192,7220,9393
1744,Wagamama☆Fairy Mirumo de Pon!,Mirmo Zibang!,Manga,172,7.43,4293,1915,3546
32593,The Snack World,,Original,1,4.92,39,12426,11619
36272,Manichi ga Tsurai Kimochi Wakarimasu ka: Yurusenai! Net Ijime,,Original,1,10,1,11178,14276
33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,Original,25,8.26,27365,271,1438
30144,Nyuru Nyuru!! Kakusen-kun 2nd Season,,Original,13,5.35,26,11553,10998
13639,Hi no Youjin,Combustible,Unknown,1,6.37,2386,6123,4959
835,Sister Princess: Re Pure,,Light novel,13,6.33,2295,6281,4369
8751,Kaijuu no Ballad,,Music,1,4.86,179,9159,10287
10701,Ulysses 31 Pilot,,Unknown,1,5.94,106,7490,10311
1772,Seishoujo Kantai Virgin Fleet,Virgin Fleet,Unknown,3,5.36,491,8597,7972
831,Chicchana Yukitsukai Sugar,A Little Snow Fairy Sugar,Original,24,7.16,6920,2949,2914
1609,Mai-Otome Zwei,My-Otome Zwei,Original,4,7.34,8915,2281,2993
1910,Master Keaton OVA,,Manga,15,7.88,1493,742,5127
29738,Konchuu Monogatari Tentoumu Chu! to Mitsubachi Hatsu Chu!,,Unknown,10,5,21,10954,12448
33843,Matsubara-kun: Mackie E no Ouen Message,,Original,1,3.16,25,11193,13223
17955,Hello Kitty no Nemureru Mori no Bijo,Hello Kitty in Sleeping Beauty,Unknown,1,6.42,62,5917,10943
6172,Layton Kyouju to Eien no Utahime,Professor Layton and the Eternal Diva,Game,1,7.68,9690,1154,2888
11569,Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,,Original,1,7.18,456,2899,7621
20125,Tobidase! Machine Hiryuu,,Original,21,5.8,15,12443,12084
2463,Shounan Bakusouzoku,,Manga,12,6.64,86,5032,9100
21969,Sore Ike! Anpanman: Yumeneko no Kuni no Nyanii,,Unknown,1,6.04,26,12240,12178
3115,Toki no Tabibito: Time Stranger,,Unknown,1,6.15,545,6944,6930
15219,.hack//Versus: The Thanatos Report,,Unknown,1,6.45,1825,5791,4774
1450,Brigadoon: Marin to Melan,Brigadoon,Original,26,7.39,1794,2100,4116
24377,Spocon!,,Visual novel,2,7.03,1703,,5239
16964,Inazuma Eleven Go: TCG CM NG-shuu,,Unknown,1,6.91,484,3876,7564
13807,Corpse Party: Missing Footage,,Visual novel,1,6.32,42813,6303,1077
9999,One Piece 3D: Mugiwara Chase,,Manga,1,7.26,16749,2582,2132
13253,Blossom,,Unknown,1,6.59,2082,5237,5653
10705,Yasai no Yousei: N.Y.Salad,,Unknown,26,5.96,24,12745,11009
31587,Kojin Toshi,Personal City,Unknown,1,4.65,70,9292,11116
34037,Kitakaze no Kureta Table-kake,,Other,1,4.55,11,10900,13898
4907,Daikyouryuu Jidai,,Unknown,1,6.08,110,7134,10172
4921,Ramayana: The Legend of Prince Rama,Ramayana: The Legend of Prince Rama,Unknown,1,7.48,407,1702,8703
13431,Himitsukessha Taka no Tsume NEO,,Unknown,38,6,41,10454,10809
13165,Paboo & Mojies,Paboo & Mojies,Original,52,4.64,11,11702,11988
1122,Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,Pokemon: Destiny Deoxys,Game,1,7.08,36143,3279,1399
16726,gdgd Fairies 2,,Original,12,7.1,796,3203,7311
19233,Around,,Original,1,5.65,344,8093,9063
2224,Hikari no Densetsu,,Manga,19,6.69,843,4796,6247
34186,Tsuki to Azarashi,,Book,1,6,1,12510,14033
26023,Haiyore! Nyaruko-san F,,Light novel,1,7.64,15189,1243,2100
3464,Kemeko Deluxe!,,Manga,12,6.69,13180,4800,2085
8132,Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors,,Original,1,6.18,391,6824,7546
17949,The Everlasting Guilty Crown,,Unknown,1,7.96,8922,608,2831
33183,Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,,Original,1,7.38,440,2115,7635
16377,Peeping Life: The Perfect Extension,,Unknown,10,5.68,78,8047,10370
4050,Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,Mushiking: The Guardians of the Forest,Card game,52,6.77,591,4448,7340
798,Yomigaeru Sora: Rescue Wings,,Original,12,7.5,2847,1654,3886
32854,Fr/day Night,,Music,1,5.25,189,8756,10350
24785,Awate Tokoya,,Music,1,5.02,56,9021,12081
11793,"Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode",,Original,1,7.43,2861,1910,4425
5587,Shin Reyon Densetsu: Mou Hitori no Flair,,Unknown,1,5.41,141,,9472
16035,Karneval (TV),Karneval,Manga,13,7.3,57366,2427,617
2947,Ojamajo Doremi Sharp Movie,,Unknown,1,7.24,1137,2656,6241
26085,Military!,,4-koma manga,12,5.89,12530,7595,2322
29933,MTV Japan Station ID,,Unknown,2,4.87,132,9150,10996
10420,Gakuen 3,,Visual novel,2,6.63,947,,5967
37115,Taka no Tsume 7: Joou Heika no Jobuubu,,Original,1,6.36,11,12335,13590
15611,Cardfight!! Vanguard: Link Joker-hen,Cardfight!! Vanguard Link Joker,Original,59,7.36,5467,2175,3427
7495,Nonki na Tou-san Ryuuguu Mairi,,Other,1,5.24,17,11516,12302
780,Detective Conan Movie 02: The Fourteenth Target,Case Closed: The Fourteenth Target,Manga,1,8,21248,551,1970
25567,DRAMAtical Murder OVA: Data_xx_Transitory,,Visual novel,1,6.24,8664,6616,2865
12445,Tasogare Otome x Amnesia,Dusk Maiden of Amnesia,Manga,12,7.93,111160,644,317
35473,Yuuki Yuuna wa Yuushabu Shozoku 3,,Manga,1,6.69,394,4826,7254
35370,Teekyuu 9,Teekyu 9,Manga,12,6.73,3025,4645,4236
7843,Kiekaketa Monogataritachi no Tame ni,For Almost Forgotten Stories,Original,1,5.07,230,8976,9193
28913,Hidamari Sketch x 365 Recap,,4-koma manga,1,6.5,148,5603,9044
242,Gokusen,The Gokusen,Manga,13,7.47,13576,1725,2282
1454,Kemonozume,,Original,13,7.5,12025,1638,1681
10905,Ikoku Meiro no Croisée Picture Drama,La croisée dans un labyrinthe étranger Picture Drama,Manga,6,6.41,1105,5962,5968
23831,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,,Other,4,6.38,3051,6084,3792
22157,Yasashii Kinyoubi,Sweet Friday,Original,1,3.8,329,9467,9308
17493,Ashita Genki ni Nare!: Hanbun no Satsumaimo,Tomorrow Will Become Better!: Half a Sweet Potato,Novel,1,6.51,77,5549,9493
2717,Ginga Tetsudou Monogatari: Eien e no Bunkiten,,Original,24,7.03,631,3454,6375
1686,Bleach Movie 1: Memories of Nobody,Bleach the Movie: Memories of Nobody,Manga,1,7.55,116685,1485,455
2091,Oshare Kozou wa Hanamaru,The Fashion Boy is Cool,Unknown,1,5.8,142,7780,9791
4490,Soap no Moko-chan,My Fair Masseuse,Manga,1,6.27,342,,8421
